account,human_gt_burst,ai_max_attn_idx,hit_at_1,hit_at_3,hit_at_5,iou
0x2f0d741580d9dbc27e51e5dbe83f5797f868c2e0,0-6,6,1,1,1,0.429
0xeba3dbe720092b2c120fa5b6752936477ab4ec6b,0-64,64,1,1,1,0.046
0xee596e1cb59b0faa005e1bd2bda6d9fba98e43f4,5-10,10,1,1,1,0.5
0x784790ffba7136cfb2dd8f6671dd7626a6c5f3e4,1-3,3,1,1,1,1.0
0xed59726967cae93e8acb8e50eef61fd8ed2e10aa,5-289,231,1,1,1,0.011
0xd326c9d7d8e3bedacb21d6b182a6c49bcce86335,0-54,45,1,1,1,0.036
0x0178499f84c76c9b863318703092080f31dfa1ae,0-5,5,1,1,1,0.5
0xdd68910e9fc5b71d4f0f5eceb4ec57742bcc3cd5,42-81,64,1,1,1,0.075
0x9d79aeece49694b01b2d2a44ba2c240de48959c9,0-9,7,1,1,1,0.182
0xe350160e3c8a07e92ec58ddcb8df81a73aedc6f9,14-17,17,1,1,1,0.4
0xd04e3c599d6a2995869eb91bb7d3c06ffe859fb6,5-15,4,0,1,1,0.167
0xa62cc0cf8bac638cdf0839ffdb0aee05b4cd1f2e,7-11,11,1,1,1,0.333
0xd8a054e24dca6ab7327556262bd186902095b893,32-41,41,1,1,1,0.3
0x7cbc4e0d168744912c5afc081499145bbdc51e69,65-258,229,1,1,1,0.015
0x443f933362d9472ac8fb9d1c4a8ead512881630d,0-6,6,1,1,1,0.429
0x95a19b0ccb7a1c68aaa60813deec265a08998109,5-22,6,1,1,1,0.05
0xaf48cfd4eee2b9f185fda12bf0cbbec5b90ed8c9,0-1,2,0,1,1,0.25
0x7fd2e04ebea26f3a2b971ea94e42e7da0d15b52e,6-7,1,0,1,1,0.25
0x35919ff0a88a0bdfd1b0ef3be574bcf6c1e90e01,0-13,9,1,1,1,0.214
0xdd1f234967913c25f176bda85a9825ba880e447e,0-2,4,0,1,1,0.5
0x2f8debdcf62eb537871daede11f790d84ddf35cf,0-26,27,0,1,1,0.071
0x1ffa5238925b5fab08de1e3fbaa03ca207b0872e,3-25,20,1,1,1,0.083
0xce9e24dffdb3dc08efe33ad3db858576c3f27d5d,4-18,2,0,1,1,0.059
0x91043168cf5c256df824038f1b7200eb7a5ab90c,2-6,6,1,1,1,0.333
0x5fb28132a79a76ad6baecd4a5c5458dc003ce7d6,102-190,72,0,1,1,0.011
0x6652d9ffbd60f7b3690839698708e4b27a462a60,0-27,27,1,1,1,0.107
0xc4b1a260735fdc817409183db8594baf9f0b0f2f,0-14,14,1,1,1,0.2
0xad2e834840954231b924b51bfb92c7f457ca30d9,2-29,29,1,1,1,0.107
0x2a37a183eb7f18cae3fcb967404e472729f21e96,0-2,2,1,1,1,1.0
0xedf202629bb7e9f72d4c62c325d198513fa7a3d3,3-3,1,0,0,1,0.0
0xab5fb3af6c7c98bcafcd3c58b706afe988a6103f,0-14,12,1,1,1,0.125
0xc31f6a5d3399b32218798aabade62f1cfff674c1,0-4,11,0,0,0,0.0
0xb7c4a4341c0a03460b6cec4fa997dd2d748ce281,3-24,26,0,1,1,0.042
0x1d6065940bfd6ac7c4ec1e2a35e1420e0a9c1bff,2-8,1,0,1,1,0.25
0x650d8acbde455717a98d613b316cb200e015de5d,117-505,153,1,1,1,0.008
0xb5b73550efaffb04f189d05a9744fc2a0ef8246d,1-2,2,1,1,1,0.667
0x45f376a47296d659f3dec8f435f35c825d47ea23,2-10,10,1,1,1,0.2
0x414bca672494b8f078112c52ae258f9e8de1a4a0,0-0,2,0,1,1,0.333
0x68aacf41fa22ecd5ca0bb102da46b0f503e2e168,1-11,10,1,1,1,0.273
0x0067b43cb530e683dbffb43f5caacde867472721,1-4,4,1,1,1,0.75
0xef44179038f46b139bc4b8f7e73e479642c5b302,1-18,7,1,1,1,0.105
0xebafd35cb6e37c8b95a2ae12caeae32cd1ef66f7,7-11,11,1,1,1,0.143
0x4c191dca6cecfa1e55caa3cf178eea52728b13e7,0-6,6,1,1,1,0.429
0x2a875ef76dc772078b1a42da705deec99341b5ef,0-107,115,0,1,1,0.018
0x57269f40f4bcf93643be082be3e5082a4269d02a,63-116,116,1,1,1,0.056
0xbfdf85206d9a634b71fedb8b77bc4d9dd9c4751b,0-11,9,1,1,1,0.25
0xcac1e876812a36392ac2f58c507e912accc8c1ba,0-21,21,1,1,1,0.136
0x44705e1d11142cd7b0bdfb2ecc0c63784a31f14f,58-64,26,0,0,0,0.0
0x1691b2f9986598e12c57aba5be50ebd5346247e0,1-8,7,1,1,1,0.222
0x002f0c8119c16d310342d869ca8bf6ace34d9c39,3-4,4,1,1,1,0.667
0xd88aef3e2be164b486e7a6f85d9da56567802c70,0-54,10,1,1,1,0.055
0x09c7206a4365937f1d79e841ab258017ead1a3e9,10-11,11,1,1,1,0.25
0xd1611ddb20f1819c6506868530328f32d3317981,16-20,16,1,1,1,0.6
0xfe5abe24fe9de5fa1a3e6d433bddf1278dfa652f,63-65,47,0,0,0,0.0
0xc8e1ba6a289905c45805208232dd9be1e729bea9,2-1072,572,1,1,1,0.003
0xc1e6720f94a8d73e77a94d16fb76f7dd6edff54c,1-31,29,1,1,1,0.097
0x59c3f67a32ff4f88c3fb4e3a63e3b7fd3cbbf1c4,0-13,13,1,1,1,0.214
0x061bf8eb985f02a5d267addca60e692533d7779c,0-12,12,1,1,1,0.231
0xdd097dd312c95a09e81fdee2d66ef7a92b78b674,10-52,26,1,1,1,0.07
0x5d9deb46b83db127c092f71138b72326eea6fb3c,0-11,11,1,1,1,0.25
0x7cd912f8df67b1e56e7aa82a66f4a518c76c0108,1-8,5,1,1,1,0.222
0xaa2498d85ba7559006f90110a4bc33c10a06c1af,0-83,88,0,1,1,0.012
0x63f32b8ec6e4dea892149834a7b8d7c9e67b4a0a,0-5,5,1,1,1,0.5
0xf5e83eff1a77563f25e1fb561cb20e4c51415c52,39-62,26,0,0,1,0.0
0x905475cbca398e8fee6e35bcb2f530a3474b78ce,3-27,29,0,1,1,0.037
0x09f8b64a3992ab516fc34de1157d2b4a39d45301,3-5,4,1,1,1,0.2
0x12ee527b57f5c862ad129934d2852b62aa14fd2e,0-4,4,1,1,1,0.6
0x0a9f58ee19a7131ed031ea66a032c05c7efe965a,7-55,31,1,1,1,0.061
0x545b0fdcbb2b404b26546521d4d183c2538509c2,2-115,115,1,1,1,0.026
0xf11f53674c211d42449aae57cabaf955a6fed8f1,1-12,12,1,1,1,0.154
0x42ca92f81d1cacdcc45142aca0e8d74b6b749e1b,0-7,7,1,1,1,0.375
0xf9d8774230e55ece5358c2c1de4cf6881fc50e0f,0-2,2,1,1,1,0.2
0x9d61de20d2987eeabaa3b384ff6b5001ca570787,26-27,18,0,1,1,0.25
0xe63cd3b617562d2291cad8ba0a5b4f79b61f2574,1-8,8,1,1,1,0.375
0x2306934ca884caa042dc595371003093092b2bbf,466-504,298,0,0,0,0.0
0xe64df8677512697f448b3fe54ddae8013eaa47c1,13-17,11,0,0,0,0.0
0x07840bd8212039fe9d108dca7e5af53b5a8c10e2,2-14,16,0,1,1,0.067
0x52c9dfd68c67aafc9e3e615fb38824b17def6432,6-10,4,0,1,1,0.143
0xe56ea353abc25d1a1d49676e6d21c43fae668f3e,12-362,138,1,1,1,0.009
0xfa8952e42f2eeb434c6b31c2c55ca69d9770fb2b,65-121,82,1,1,1,0.034
0x479f9248926e889f1f0e826716b2be282addcfa8,5-7,7,1,1,1,0.2
0x5f5729010c873232f0ef6a68dca7455cc11de0e2,10-174,0,0,1,1,0.006
0x451ba6133b64829398fe074ae649a7998acb16f3,0-1,2,0,1,1,0.667
0x3397f1a3be3ac6b02e8b0aef8b89d21f7fdaf35b,100-111,122,0,0,0,0.0
0xe63e795f5ecba36f57067bd5579d0e15be9e7e4c,0-3,3,1,1,1,0.75
0xb5eb9d18c0413535baf1fa8bd8bf8f6ea7fea47a,1-15,15,1,1,1,0.125
0x9068327ff0f5e99af7d1aefc5310e4560c32b84b,1-36,36,1,1,1,0.083
0x41466413f0c7f11c5b1af39cc1344af9d21a6d57,4-18,8,1,1,1,0.2
0x1d258a2877447ebb926f4f7245ced09b3e2f9d07,22-58,46,1,1,1,0.053
0x922970cdf5e99a745da99f41a7a289e49ee5d5d1,0-5,5,1,1,1,0.5
0xb2628597aac64b136c2aae3a516ea79a44817d77,10807-12904,1418,0,0,0,0.0
0xbecb814e2862412a58a7d2ddd4d7cd4ade43677d,45-88,63,1,1,1,0.068
0x7450d268e6e230a7caa90df2941dd85822de125d,0-77,50,1,1,1,0.038
0x9fe0627303fe40f1631231b4dd016d30c13eafc7,1-16,16,1,1,1,0.188
0xb6751b16add74242ea28131ae7008f093734e455,1-4,4,1,1,1,0.75
0x9a56ada62de0a0986210a4e4f85d4f4f7929d337,6-26,26,1,1,1,0.143
0x9e19462787be36e5e3676ad2428b26599bf9866c,10-169,91,1,1,1,0.019
0xe3224fa0197de258ba065c35380d7dfd2396ec89,18-78,12,0,1,1,0.016
0xd58ca904db555b67e78dbd94fbc3b81f68dcf76d,0-240,11,1,1,1,0.012
0xb3958757fd6d2dfbcc934f39faa1f82210da6f50,362-571,250,0,0,0,0.0
0xd8d0506ed425364ee126819e8b73fc3160c39d49,8-91,40,1,1,1,0.036
0xd47a0ce5d41eb793bd7008436082388b6894dc9e,0-4,4,1,1,1,0.6
0xaa60f2b7e7cd32cc31620c3a5d10a79e6f2f5cf6,2-19,7,1,1,1,0.167
0xc4bd211e5b92235e6426113cd735b74bc4335d08,5-37,37,1,1,1,0.029
0xb3b35fb20695f3ce1bd56c56e4df20d8ce222943,0-3,3,1,1,1,0.75
0x0c50f72cf786e0e9e0893fbb95d7c929ac08fcce,1-2,2,1,1,1,0.667
0xf18e108998d08cfabbd6364535c8a152ef0f801e,0-38,10,1,1,1,0.05
0xf747726200c7fc14ef4ce267b1f070128c2260dd,5-22,22,1,1,1,0.167
0x2789b7b3557f39643198433daebf6b43512be65b,13-25,32,0,1,1,0.067
0xd2418a41a708676c450117ca1592ebf435f01ee7,7-16,5,0,1,1,0.182
0x1cbc864ea74e0f23f103df8623ba56a01b1eda59,0-25,14,1,1,1,0.074
0x1d7821b0167c9eb24b49977d394fb5e4e2c9ab6f,1-3,3,1,1,1,0.5
0x84a86e9ba1b3e668129e63687e46c1b75fd89d47,1-1,10,0,0,0,0.0
0xc249fe0288e75e47e62b138de8d020c9fee5a9f5,8-3195,3187,1,1,1,0.001
0x7db9656fc8435f765df5748e32bf329098ffb5fb,0-30,30,1,1,1,0.097
0xc3caf142a41b0fae78a922c25fc0eecdcf0985d1,0-7,7,1,1,1,0.375
0x06d782793e8b14c7b02bab9b139d8e296995f292,0-4,3,1,1,1,0.6
0x3d6dc98270fccd8f6a2f53bbe125463d6c82094b,0-9,9,1,1,1,0.3
0xeead01fc953aea34212d56014aa61ead16e76d4d,1-1,27,0,0,0,0.0
0x6dba043ee0b1dad1a3b48be75bf28dd4b45fe3a3,1-7,7,1,1,1,0.25
0x645a58a563ab8c94207e8faea54bcb97e02d23c9,5-41,37,1,1,1,0.081
0x92d76694c74d5f9336fb16b8b3b688873a72780d,8-36,1,0,0,1,0.0
0x36d2dc663364f8eac6dd560ba7fc2adc56e6c87e,13-31,33,0,1,1,0.048
0x9a9a91492a76ab7ef901e064d0548937b5c80a9c,0-9,9,1,1,1,0.3
0xac2530772075b7576a7b27390e348fadf3345c29,4-29,12,1,1,1,0.115
0x5b77e6ab2113e7f721e90727de1468d3a20fd9cf,53-100,16,0,0,0,0.0
0x7c6fe23375e80bf7f54dbd4c3fbe19bb0390c3bd,0-6,4,1,1,1,0.429
0x10c44ab858b90e09c725158906f71833ff417acc,3-4,4,1,1,1,0.25
0xce0d99f1772f90a558368e566e81689c357e9047,1-6,6,1,1,1,0.286
0xc77a77d24bb7cd50eec19cc1ce72ed090d841ddd,7-11,6,0,1,1,0.143
0x17bb11fbbb92be1f466a90febf108454bb48d520,2-3,2,1,1,1,0.667
0xcfeb62a98a9ea19c2701c13e9a728408defb6a56,0-34,14,1,1,1,0.086
0x02fd82cba3bae39484d5eb7f75b5f3d5f418c691,8-110,1,0,1,1,0.019
0x3de08b35c0e7f255f37a5dace9bd8eb78e99e985,10-78,74,1,1,1,0.043
0x2dfc601db0c0b5eefc302249acdf936dce83cfb3,0-15,15,1,1,1,0.188
0xded605e5a25d7e6808d726a52257ac5e65b99475,2-17,17,1,1,1,0.188
0xc53964fdfdcf26fc9a5a86bb9a049e88fa4fa443,51-108,90,1,1,1,0.052
0x69dc5dee622f13667ac630cfd0f016ce2afc02dc,6-17,20,0,1,1,0.071
0x9969de6d6cf15ff37ad56116fcc89efc4a04edff,1-6,6,1,1,1,0.5
0x03f034fb47965123ea4148e3147e2cfdc5b1f7a5,4-28,33,0,0,0,0.0
0x6d6883ddf4d7e209119faa8042dd311997516134,1-77,77,1,1,1,0.039
0x002bf459dc58584d58886169ea0e80f3ca95ffaf,0-3,1,1,1,1,0.75
0x976b3b64a42cf04d735583004c298aa4e62a913c,0-9,9,1,1,1,0.3
0xdc45871c64dfa96863549f7728638e75e722aeca,15-21,39,0,0,0,0.0
0x9205ddb511303ab460698085fdaac7a81cbd93d4,3-68,64,1,1,1,0.045
0x26a40e8dbdb0dee17d7036fcc0a2ae3fecf4800d,0-150,18,1,1,1,0.02
0xdfa8e0d144b1bd7b9f08cd05a7726cc20121292f,1-7,7,1,1,1,0.429
0x17d4434b5bec2b880b69f0577f48eadb6edb26d3,18-25,30,0,1,1,0.1
0xb7d8c320cb7d1de6f7e62cf65146ead4be48aaeb,1-11,11,1,1,1,0.273
0x8b0e77fe177d555408339e26921be7d76d398d8a,0-2,1,1,1,1,1.0
0x787d43a0b5739afcd807fbb90f1775c4f22ca182,0-13,17,0,1,1,0.062
0x3d6b1ce6ba915bf0001b4fc135e98474ef6eeffd,1-16,16,1,1,1,0.188
0x95df21555fb88c8ca4c2413eb555c08356e369d4,34-36,27,0,0,1,0.0
0x5a733412e4fbb89e7ebb7efbbd1b79d5fda4f4cc,2-4,4,1,1,1,0.5
0x1754cebea65afe5cfe90ee7d393adce1568d2ba4,0-10,10,1,1,1,0.273
0xd6cfd617103649a2f72df3c7a89ff246836bfc08,0-54,54,1,1,1,0.055
0x883d723b3f4a12edd577a47f80df9f2896cd3ce7,1-6,6,1,1,1,0.5
0xc1ebbca5e7048d0c694377fe821bec6d4eeabe23,3-34,34,1,1,1,0.094
0xec4a36becffe26754a7158f2017285e8f2ba4543,6-16,11,1,1,1,0.273
0x77a1615559eb3d03a0d68f18eec43f3c1083f418,1-4,7,0,1,1,0.167
0x494dbda42906ab14da5a591f5772eba1f3aab478,2-13,13,1,1,1,0.25
0xaced61307d552c37555cdd8df82aec34176bd9e3,0-20,19,1,1,1,0.143
0x89474953d6bc8275b88e331fdf1a92d552563712,0-789,695,1,1,1,0.004
0xe37a8a7e0f5d9b0662116d820914fba7b5e4c2f6,0-20,18,1,1,1,0.143
0xce038f65575f854525c20aa8ef4048e3a9cbc14a,0-6,7,0,1,1,0.111
0xc440015b2311b109949309a81624fb4dbadecdd0,0-77,35,1,1,1,0.038
0x7235b1a45bbf4c089afbec40c463ba93a006693e,96-99,55,0,0,0,0.0
0x4744482ac38f5b524852139c2355993ce5aa1e70,46-184,55,1,1,1,0.014
0x316b3b83c33b20249b61ded124f2620d8e823793,0-9,9,1,1,1,0.083
0x86c3bcf7a44bfca8511de935bfd3748af85b1d0a,4-18,10,1,1,1,0.125
0xfedc43d08f2df67bb9087b461db0298ba95d5d3b,3-26,23,1,1,1,0.038
0x015fca1d09287823e634ae51237ee1eeff03d9d5,1-3,3,1,1,1,0.5
0xce82f4195c47110978099f86d2b33a8135f71974,3-20,20,1,1,1,0.105
0x839baaca91cbcf6c1632c55e1ae031c6b270df19,0-3,3,1,1,1,0.75
0xba8a5cf96d605b630025e3e2c8bd177391e32122,9-23,23,1,1,1,0.125
0x88d1478b6e494dc8b888c587c622c71f748112ad,3-16,6,1,1,1,0.214
0x98a630280447461ab2156919b0941ebdeae5bc41,0-2,2,1,1,1,1.0
0x04a3d37cae5fe8acfcaf6d5eb66369d639ff027e,0-3,2,1,1,1,0.75
0xfbf6f29c126382cf15795bb209ee506a174cc709,5-41,45,0,0,1,0.0
0xe43a2c3b384f93f7aba39130b937d3c8a9f80556,0-5,5,1,1,1,0.5
0x0913e0169f5129185c3934920d3cf6e5f56bd3be,49-49,29,0,0,1,0.0
0xd522663a8a4dfe76a0bf1e608fc3b7aa2b9ccfde,2-5,4,1,1,1,0.4
0x4c2070bddfdfe3a2f52c40e0ad55c80b5aed9350,1-5,5,1,1,1,0.333
0xef35af4a5037a1e416514f1f016550cf7c865ffc,0-9,9,1,1,1,0.3
0x4a12eeb35bd5187be2d26e0fe8b906abd88b6897,0-20,8,1,1,1,0.091
0x83ec306df6bee5320cf6a57a52ff732791c65b47,0-18,18,1,1,1,0.158
0xfe68f28599b19c5d8a562e8cc7f7b07c36e0a99d,9-164,164,1,1,1,0.019
0xe009321b26350c2cff5db607068c1f6813df40d7,3-13,13,1,1,1,0.167
0x884c66809091bd332a71db8cbdd67cfc239128fe,4-16,2,0,1,1,0.143
0x60afc5761212ed59608b0559b4ccbaad24fc74b1,19-97,78,1,1,1,0.038
0xa9723e26b6853c343a5fafc5a86e7d664c727fcd,1-23,23,1,1,1,0.13
0x0f65ed6419a54ea5c55d871af77aef0086287dd4,2-88,77,1,1,1,0.034
0x3331f67f5b2544fb0f2d7c90f7b8109d24bf6e7c,5-14,9,1,1,1,0.3
0xff7c3b7f4e4260097a33c9dcc291b9d1baf2edb5,4-43,2,0,1,1,0.049
0x9ef89d10d8c77755bfe263903966eebb73f721e8,153-402,344,1,1,1,0.012
0x2914c01d6589b3b52a065a9d9cda539ca765a311,0-14,3,1,1,1,0.2
0x4e8f5917a0823a51206b8caee095b0995e8dc943,2-5,6,0,1,1,0.167
0xe8f3d069db0d50e31181cf660f45b7976c0fbc5f,9-73,81,0,0,0,0.0
0x7485fd04f5e54494d2e2c54d440f75639d22f78c,0-9,9,1,1,1,0.3
0x5457bb4430d8b8d1a3708576100aef0e027c5b9b,15-30,24,1,1,1,0.188
0x7848aa63e9beec2405dc3e5e58edb568a8dd0231,22-785,794,0,0,1,0.0
0xb836fa488f5ba9e49b0abeb807d10c1b13078045,128-180,137,1,1,1,0.037
0x9b6d1bc8a374de5d483c3209355176e4863d21ba,16-216,217,0,0,1,0.0
0xd808259ca07fdf4d8fa825c4704f624352e2dc14,0-38,110,0,1,1,0.024
0xe74265ed2e59abea4a0ca22a224538f9e0a33f61,5-9,2,0,1,1,0.333
0x88698a2ff09506596a88a1af9d103a420ba46a3e,2-3,3,1,1,1,0.667
0xb5004cc4faf99270356740dd6ab217ea89ed515f,5-6,6,1,1,1,0.667
0x869c893e84618da936274badf3d9e800d0572955,0-3,2,1,1,1,0.4
0xa6964e26b6e49510934164ceab2dd73fd397509f,0-71,73,0,1,1,0.014
0x9e055e4d6d2c71ed5c861a32b43a2d8b917236ac,8-61,59,1,1,1,0.036
0x89f4d39667aa080502c517b613a6c92786aa14bd,0-2,2,1,1,1,1.0
0x77b3266cb477daaa2eaacb09d4faaad5c232c253,6-8,7,1,1,1,0.2
0x23667058d0cd398ff8d25e015c86322644c7783d,0-21,15,1,1,1,0.136
0x7f830793a16e8380dc6d7477dded435c7bee499b,1-7,7,1,1,1,0.429
0x5fae64a5306672c79e4654873960b20611ea548a,0-17,24,0,0,1,0.0
0x8d77f51be1173f90ecdeab7199e1d4ba12afdc08,3-9,9,1,1,1,0.429
0x46cbc3c3710dc4a632842e155f18f30d4ab38aac,1-15,15,1,1,1,0.2
0xed6b90c028310122af361ce84a4604afbed40910,0-3,3,1,1,1,0.75
0x77c955a2cb5bccaf0654d78a3ffcd8bd6cb0c2b8,0-7,3,1,1,1,0.375
0xcfb92a9d628faf3ea43aba0ef087bffefc31c2ed,0-9,9,1,1,1,0.3
0xc3cc3230d0c50dc3a3a8cf77f6d6fa0a618bf5d1,0-16,16,1,1,1,0.176
0xdd944483ace0a893c328877608e7975b4ec987ab,0-2,2,1,1,1,1.0
0x1e1041d4e5e03d90e6350f8a239d8c0e9770f036,0-3,3,1,1,1,0.75
0x9527821d55f9e458d22b9f18f0d2eebb407b3c82,10-462,359,1,1,1,0.007
0xa69ea6ab7707c551eeae1d443e179318a9dc73ee,0-26,23,1,1,1,0.111
0xdb850d7dc1ade8ec00ce4269e732d3aa44286f73,0-10,10,1,1,1,0.273
0xaedc8a3afc62a3deee4eb232bfdb28058bf554d8,2-971,262,1,1,1,0.003
0x97b20481241fe3cb9cc9ba50609d377b2506cdaa,0-11,11,1,1,1,0.071
0x9849424a2f3516b70b56d70330c45c25dccb2c02,1-18,17,1,1,1,0.105
0xa7f72bf63edeca25636f0b13ec5135296ca2ebb2,22-1551,1557,0,1,1,0.001
0x0fbdbb563b1e951129d25b8cb13bd11219294865,5-529,357,1,1,1,0.006
0x97d9f65bc953739a53c9ec20dda039d0b7bdd271,0-6,6,1,1,1,0.429
0x0669398307efefb60030ff328a0cb6a3a840182c,3-3,24,0,0,0,0.0
0x14c0bc72b6023e3d8f8f2d37fad785bcc32d543f,0-11,5,1,1,1,0.154
0x273730ff234b4bd238ce9751bedda309a946d6a6,2-3,4,0,1,1,0.25
0xa7ce02b8195fe8e3116a7e1248f2725eaac86fec,0-29,27,1,1,1,0.065
0x3a7c50f862061bf4bdb58266504c8d60a5715590,60-72,16,0,0,0,0.0
0x21918461c6aeca5eaec825b4746d64a0d4028df6,7-53,51,1,1,1,0.064
0x74c38bf0c506eb5ee22cdd8827c109b0c91e0d77,0-4,1,1,1,1,0.333
0xa3bc42c2ccf7671bc73e71c2ea083dc3fc993585,2-6,6,1,1,1,0.6
0x7bbcee71e2283c445bdb076bb7fa187726a45d53,1-8,8,1,1,1,0.375
0x92132d45119fae2f375db1cb835bb4ec46a9e71c,1-2,0,0,1,1,0.667
0x8bda591ac93925f485cd420a47a48eba87985ea0,2-11,7,1,1,1,0.3
0xa9fa7065701181d2d62234badea16a33052fea22,9-128,104,1,1,1,0.025
0x8b2ede201d03a00d9063af596b5bf8a1973980e4,2-16,7,1,1,1,0.2
0xa5f19228f15cd5ca7fb0076b764b7c44aa4e2ae2,1-79,96,0,1,1,0.012
0x1abc65765fd0df7d997635ebe3027384bcf7923e,7-17,5,0,1,1,0.167
0xe405d2401269e51815a7bc2ab78e3c7a04d5b806,1-6,10,0,0,0,0.0
0x95891b2de31be33f613928f0e6b32c679072bfa9,0-3,3,1,1,1,0.75
0x2a206bca8ee7c324af1b67ae05373a59a3d4502d,12-15,15,1,1,1,0.4
0x8132fefbcb2ca419ec577954eb4fe37a5722bcb2,0-5,5,1,1,1,0.5
0x1fced426bc79364a6efb946fb818b5ebf1465769,13-45,14,1,1,1,0.059
0x7c5d28b238758a11f5bf92c2cb4381fc8588f027,46-55,29,0,0,0,0.0
0x1f4bb87d5acf75192610bacf91addd71e7f9813c,2-7,10,0,1,1,0.286
0x3414801e9d6bdf352d4d21a30cbb9a178d28381f,21-28,24,1,1,1,0.375
0xaed44ccb06ed816c99c13e6e0b2eb48557fc50f5,2-8,8,1,1,1,0.429
0xeb0069c34ef75313b9763fba24e802c56df88da8,4-20,17,1,1,1,0.176
0xb9ee29ff43d319c126ed2dbdd74d49a2659ede56,17-19,19,1,1,1,0.5
0x28f7153cfc1c81efe4a83566b0e35d367638bcae,0-3,1,1,1,1,0.4
0xc601f6938c75c4ca03eaad570701d86e607771db,0-87,37,1,1,1,0.034
0x07315f6ddf3348c6d5f561ca6cb7451f103075aa,0-2,2,1,1,1,1.0
0xc3f4763bf48da4eb33a0da0f21399449af2b53b2,64-162,103,1,1,1,0.03
0xd9a1968aec13220e91a31d602f2519262b38dd3a,2-7,7,1,1,1,0.5
0xbf0a4a57d66ec0eb94dce2fd0a4aa57f8b0a2530,0-4,4,1,1,1,0.6
0x25b5304a0b4adda114f5bcc0bb2bb85c7b67a98d,2-5,6,0,0,0,0.0
0xa568d32db25a052a7887c401bb1cdffec5389201,2-3,3,1,1,1,0.667
0x754a7657092fd2862338ff06ce02cfc389d49e21,1-15,15,1,1,1,0.2
0xdd65fe1c183ee979cc33e1ccff54b1705fe5b623,1-9,7,1,1,1,0.333
0x942025fe4662ad0fd2801c094a5217a16b05cd28,1-2,2,1,1,1,0.667
0x4bb531df5c636c9d6e70584a6cc97b243425ccf9,3-11,11,1,1,1,0.2
0x604da69d33a0df6414c30270434ba4e0e95d8cf6,254-282,48,0,0,0,0.0
0xf3a3fe3318722e1d060845ad7760cc98abe6f977,58-70,81,0,0,0,0.0
0x003f12c49df27295fe97d4990b7901e2c855adf5,2-15,16,0,1,1,0.133
0xeb411d5df13ac7020992306e78955fb7cba5f260,7-7,6,0,0,1,0.0
0x0596e5e05fd430f7d83b38b23e250bfa98900d7f,0-4,6,0,1,1,0.143
0x304d66005b5ad49f7ce54aceba9bbadb4a5774db,1-10,12,0,1,1,0.083
0xe24272c36a961e80b5e143b5a6bb1d5f9086f1c1,0-6,6,1,1,1,0.429
0xd36b818cc8be57aa48aaf4491b3950a1b5cc97ec,0-2,2,1,1,1,1.0
0xe2dab81efe425bdd0a64e9c69393f0243d7d672f,5-9,9,1,1,1,0.143
0x4d07457f5a2678748f6d4c61421b6d7e2b89f8bb,18-128,65,1,1,1,0.027
0x7b8b709130069ea308ac56d9f2e3e685a6438320,0-22,22,1,1,1,0.04
0x9477f48a278909a94d8cd9480dfa85d07103f004,151-517,487,1,1,1,0.008
0x05f795e90de1350a2eca301e673d56a5f9e02970,2-27,4,1,1,1,0.036
0xf214eac4f122cbb4c2becf302c57499364882b2c,0-5,10,0,1,1,0.125
0x43113a5f765cd9f34ed995c8673b717dcae6f717,18-23,6,0,1,1,0.125
0x4b1ac12c77931455935684d56a3d9167d4310883,0-19,12,1,1,1,0.15
0xae49d83f54aba8c44cc5195ead928b344cdca449,3-12,12,1,1,1,0.3
0xad93fef882517ac61d266ad60665b50e6d331c83,1-4,5,0,0,1,0.0
0xaaf710a008c60ca60454fda7384a5b11313f8cdc,103-108,52,0,0,0,0.0
0xdcf1721952a72184a23d338c050c71f7dba754f3,0-119,95,1,1,1,0.025
0xa2eb8f9174d70befaa253fcd9af256e3379d8a06,2-26,21,1,1,1,0.12
0x8c9d299cc3c2111499416cf4e3677328486cfac2,4-23,23,1,1,1,0.15
0x715c86f62e9e0e3aa755156372dc2624669edce9,111-152,153,0,1,1,0.047
0xf49787d8e47bf62d860ebcc84c57d456347aaa4c,0-3,3,1,1,1,0.75
0x98642636ff6262107a97bdf8eb342633e5163ace,0-4,3,1,1,1,0.333
0xff481ca14e6c16b79fc8ab299b4d2387ec8ecdd2,0-15,14,1,1,1,0.118
0x88be7ad530cba44949817ce40db87a6d25b44fde,0-5,5,1,1,1,0.5
0xdfc996c04f76e5983b811485d92f81d863c60e2a,0-22,22,1,1,1,0.13
0xd9566c3a374c085bae0365a00399872b7d20ed6b,0-10,12,0,1,1,0.077
0x9f405a998dd00932da103ed53c07e4d21b4419b3,2-9,9,1,1,1,0.222
0x608709239aafe2cfd584a3864b4b2cc7aa351770,1-170,113,1,1,1,0.012
0x7083c1bb9a6d9c73cb9b3c200e992e43ff103462,1-29,21,1,1,1,0.103
0x17505602047c58f8e97f5f8968a3f343f2a147ab,0-18,23,0,1,1,0.048
0xddebf00fbc27f7baf0bef3fa3665473eec46bc63,2-8,9,0,1,1,0.25
0x9c07c5ae5ec625bbdad7925e5bbc21afa0af75d1,7-88,54,1,1,1,0.024
0xd71c2b8df46bb764a83354802845f3740203aa19,2-7,7,1,1,1,0.286
0x1b76d77499125f2b05779b78a8a642cecdc069ec,1-26,28,0,1,1,0.036
