account_address,etherscan_link,cashout_tx_link,cashout_value_eth,value_category,cashout_recipient,cashout_timestamp,etherscan_tx_count,victim_campaign_start_idx,cashout_tx_idx_gt,annotator_1_verdict,annotator_1_notes,annotator_1_confidence
0x5a504295ab80cca776afdc6db4f493e7c6fa8211,https://etherscan.io/address/0x5a504295ab80cca776afdc6db4f493e7c6fa8211,https://etherscan.io/tx/0x4aff2d9465c969147915315176064f6bc323caddd53645e562817532a5c8cc7b,3.7589,MEDIUM (0.5-5 ETH),0xff6cfc3ae02554475c5ab1425636028ab58abdcd,2018-08-01 12:10 UTC,7,0,6,CONFIRMED,Moderate cashout: 3.76 ETH (>=1 ETH threshold),MEDIUM
0x3232d99007e509d29564099c622a89e143fdc05c,https://etherscan.io/address/0x3232d99007e509d29564099c622a89e143fdc05c,https://etherscan.io/tx/0x1c1e235a30da33177451d0d116b2e457fbe544f554bdef58ad57b00c190208bc,3.4644,MEDIUM (0.5-5 ETH),0x552d3bb6669a91d3dc4dbee4c35c751108a281f1,2018-05-22 08:13 UTC,21,14,19,CONFIRMED,Moderate cashout: 3.46 ETH (>=1 ETH threshold),MEDIUM
0xf9d8774230e55ece5358c2c1de4cf6881fc50e0f,https://etherscan.io/address/0xf9d8774230e55ece5358c2c1de4cf6881fc50e0f,https://etherscan.io/tx/0x7c38f605364cdd32f7a13216e830cb5b090982d0405df3e6f9a98ec2d6eca0a5,3.3,MEDIUM (0.5-5 ETH),0xe1b21994b259d4efe8a85693396f5ba15e99e1bf,2020-07-19 07:29 UTC,8,0,2,CONFIRMED,Moderate cashout: 3.30 ETH (>=1 ETH threshold),MEDIUM
0x7fa93cd2c95a3f93c8a20d3f2d1825f9f14c81c2,https://etherscan.io/address/0x7fa93cd2c95a3f93c8a20d3f2d1825f9f14c81c2,https://etherscan.io/tx/0x222736db9cfb050823a0fcc8752cc841c9b5c4afa21bf9eb5319342d55a36e61,3.2025,MEDIUM (0.5-5 ETH),0xa9b977601b0bd08554642aa8b57104827ac6b124,2020-08-18 22:08 UTC,289,2,288,CONFIRMED,Moderate cashout: 3.20 ETH (>=1 ETH threshold),MEDIUM
0x6d56b0e1a084c85007ffd69676094d66a5db739a,https://etherscan.io/address/0x6d56b0e1a084c85007ffd69676094d66a5db739a,https://etherscan.io/tx/0xae0437e65c5a9d58559749e7c1d74eddb84509b5e078d8ff1cc21c21ce86f300,3.1436,MEDIUM (0.5-5 ETH),0xac180e4d907631b419434e612e5e122b8614498b,2018-12-13 02:10 UTC,9,0,4,CONFIRMED,Moderate cashout: 3.14 ETH (>=1 ETH threshold),MEDIUM
0x387ba35be8c8cbf2f4d3ddb571cb80069bf100e2,https://etherscan.io/address/0x387ba35be8c8cbf2f4d3ddb571cb80069bf100e2,https://etherscan.io/tx/0x2ca696aedc0f3313967041d0baa57761febc44ac880b208f98f557068a42d915,3.1016,MEDIUM (0.5-5 ETH),0xbdedb99822129ca7e13b746b74d3454baaad41f7,2018-08-10 13:22 UTC,15,4,7,CONFIRMED,Moderate cashout: 3.10 ETH (>=1 ETH threshold),MEDIUM
0x3dbfa1d1158a165db392f5f7de987c0200482f25,https://etherscan.io/address/0x3dbfa1d1158a165db392f5f7de987c0200482f25,https://etherscan.io/tx/0xd8e75b81c60f2f37bf1ecb101d82034f00148db7a92674ad41e22fe60d7d6c06,3.0192,MEDIUM (0.5-5 ETH),0xee478724a698e1ec9ef11a91760b6a3b7cd09aea,2022-02-03 23:23 UTC,124,18,78,CONFIRMED,Moderate cashout: 3.02 ETH (>=1 ETH threshold),MEDIUM
0x4e87016fd144e1716b9985afb704fc359d243a4f,https://etherscan.io/address/0x4e87016fd144e1716b9985afb704fc359d243a4f,https://etherscan.io/tx/0xce5c60849d789d32cc003703140c94ffd12b725a5019d8c3eb1e14a83d327655,3.0097,MEDIUM (0.5-5 ETH),0x3f5ce5fbfe3e9af3971dd833d26ba9b5c936f0be,2018-02-15 22:02 UTC,134,7,131,CONFIRMED,Known address: Binance Hot Wallet,HIGH
0xf618041ef3d1423ce29a71d8bcdd748202071151,https://etherscan.io/address/0xf618041ef3d1423ce29a71d8bcdd748202071151,https://etherscan.io/tx/0xe44dddaa163895757d8aa487058c90a28bf2167d1430584a0f914f6f91892b22,3.0,MEDIUM (0.5-5 ETH),0x442f14584ad045f507b204a5d0308420d0f137cb,2022-02-10 19:23 UTC,178,49,63,CONFIRMED,Moderate cashout: 3.00 ETH (>=1 ETH threshold),MEDIUM
0x0c50f72cf786e0e9e0893fbb95d7c929ac08fcce,https://etherscan.io/address/0x0c50f72cf786e0e9e0893fbb95d7c929ac08fcce,https://etherscan.io/tx/0x8931619c8f5ceab13243ae6e24ac0006257b1f0b8cd1aba27a3c67748d5663e4,2.9997,MEDIUM (0.5-5 ETH),0x9cbee388f089ada9075e1fb28034873612b636c8,2019-12-12 10:08 UTC,3,1,2,CONFIRMED,Moderate cashout: 3.00 ETH (>=1 ETH threshold),MEDIUM
0x27c2a673b7bed1031562542326f5c466d5c9a8e5,https://etherscan.io/address/0x27c2a673b7bed1031562542326f5c466d5c9a8e5,https://etherscan.io/tx/0x4d22f53da31af9058a0b8bf963153748f0b7cf38ed0d99cfa59b164c2f952e20,2.9975,MEDIUM (0.5-5 ETH),0x34730821731a09486e29ede8d434929036cb80f4,2022-01-18 11:22 UTC,32,5,19,CONFIRMED,Moderate cashout: 3.00 ETH (>=1 ETH threshold),MEDIUM
0x770056dd0c34f3f33f5bb55f2fb4f2199c41ed8a,https://etherscan.io/address/0x770056dd0c34f3f33f5bb55f2fb4f2199c41ed8a,https://etherscan.io/tx/0x086b39d580bfbb2cc88b5a9df17bd68f1b7ff7e94709f1dc5cf7e25c0005c976,2.8975,MEDIUM (0.5-5 ETH),0x6b045a27d6e4eea250dc7526ef378c6c7a3d9de8,2020-02-13 21:32 UTC,12,2,11,CONFIRMED,Moderate cashout: 2.90 ETH (>=1 ETH threshold),MEDIUM
0x556ad0b1b25ca2198b65feddbe79c0c176bd8233,https://etherscan.io/address/0x556ad0b1b25ca2198b65feddbe79c0c176bd8233,https://etherscan.io/tx/0x3f6ac5977dcb75a699dee082d4c7ba0770ac65e2482c5132da9868fc8bf0ca06,2.8631,MEDIUM (0.5-5 ETH),0xad35882c62bea668b525010a260d1b655b8548ed,2021-04-10 07:39 UTC,848,72,531,CONFIRMED,Moderate cashout: 2.86 ETH (>=1 ETH threshold),MEDIUM
0x584dab561e3c4ba02c74fb76e7c48a0a3b7d8097,https://etherscan.io/address/0x584dab561e3c4ba02c74fb76e7c48a0a3b7d8097,https://etherscan.io/tx/0xed3f0298174eae26589ca29a820a58289b2750291db95600d67d6a346d1d268e,2.8593,MEDIUM (0.5-5 ETH),0xaafc4152e8fc877cb8d96b4e06ac82e6a6551164,2018-11-14 20:53 UTC,18,5,17,CONFIRMED,Moderate cashout: 2.86 ETH (>=1 ETH threshold),MEDIUM
0xb82bfd79d5a8c0cc0d4c045633288b48a2beddcb,https://etherscan.io/address/0xb82bfd79d5a8c0cc0d4c045633288b48a2beddcb,https://etherscan.io/tx/0x98b5573379497a0c88a5a63a5bfdf6e791a40b588f66f0c67cfaf59483925164,2.7983,MEDIUM (0.5-5 ETH),0x422cadfa3bd7b60380c6bf2af1f2962fdba6886e,2018-03-05 16:41 UTC,12,0,11,CONFIRMED,Moderate cashout: 2.80 ETH (>=1 ETH threshold),MEDIUM
0xd26cd761f7474661ffb0ae0338a638a98e9bfadd,https://etherscan.io/address/0xd26cd761f7474661ffb0ae0338a638a98e9bfadd,https://etherscan.io/tx/0x11957922f8961bb0189f9646256f360070a2fad672feff22525bab8ab703f436,2.74,MEDIUM (0.5-5 ETH),0x239e18dfcbd25bc9b1bdd3acea391047b39030b7,2018-08-18 08:49 UTC,8,0,7,CONFIRMED,Moderate cashout: 2.74 ETH (>=1 ETH threshold),MEDIUM
0xac73ce5f0756c908daffea721b65d887c1814e21,https://etherscan.io/address/0xac73ce5f0756c908daffea721b65d887c1814e21,https://etherscan.io/tx/0x1bce7752e9b56a9c0fc17834fe3932e58740b3ac03ca8b9da0ca734d8412859e,2.66,MEDIUM (0.5-5 ETH),0x2f0676c1aa8d96333f30c4f7f605221670b2432a,2018-12-02 16:48 UTC,2,0,1,CONFIRMED,Moderate cashout: 2.66 ETH (>=1 ETH threshold),MEDIUM
0x4622fbe791ab00c6aa0a8cc3184c954fd4cb78f7,https://etherscan.io/address/0x4622fbe791ab00c6aa0a8cc3184c954fd4cb78f7,https://etherscan.io/tx/0xb528d445ef66af4ae3c595f9c3d5399084cf8fdcc63e7db6cdba3bf53ee3328d,2.5561,MEDIUM (0.5-5 ETH),0x0975ca9f986eee35f5cbba2d672ad9bc8d2a0844,2018-04-04 12:20 UTC,38,12,30,CONFIRMED,Moderate cashout: 2.56 ETH (>=1 ETH threshold),MEDIUM
0x2ae18a061de67357fea97408977a06262eedfcf6,https://etherscan.io/address/0x2ae18a061de67357fea97408977a06262eedfcf6,https://etherscan.io/tx/0x6cedc34b80e232c08c02d69f18bee61072e04c388c0d2675376673f23ed1be8d,2.309,MEDIUM (0.5-5 ETH),0xf9a29d8493fe07568bb13febaad645e0b3211eb9,2019-10-19 23:36 UTC,3,0,2,CONFIRMED,Moderate cashout: 2.31 ETH (>=1 ETH threshold),MEDIUM
0x2f0d741580d9dbc27e51e5dbe83f5797f868c2e0,https://etherscan.io/address/0x2f0d741580d9dbc27e51e5dbe83f5797f868c2e0,https://etherscan.io/tx/0x8433f9966cd4dd10d7c83408869c357808b0b78d031a2d1dbc59c76a7105d08b,2.1505,MEDIUM (0.5-5 ETH),0xaafc4152e8fc877cb8d96b4e06ac82e6a6551164,2018-11-14 20:02 UTC,7,0,6,CONFIRMED,Moderate cashout: 2.15 ETH (>=1 ETH threshold),MEDIUM
0x848b73f8cb6778203edbe4aa18f293b238fd3712,https://etherscan.io/address/0x848b73f8cb6778203edbe4aa18f293b238fd3712,https://etherscan.io/tx/0xac291a6617d94df36372a254735a65b5a0b485113c7cfd331500c814fb70fed3,2.1,MEDIUM (0.5-5 ETH),0x3faacf23192eebe70fb1f21a1e82c912702f55a2,2019-08-28 18:32 UTC,203,12,168,CONFIRMED,Moderate cashout: 2.10 ETH (>=1 ETH threshold),MEDIUM
0x08afea4ec3659a2e478f81fef2b784176a0b7d2f,https://etherscan.io/address/0x08afea4ec3659a2e478f81fef2b784176a0b7d2f,https://etherscan.io/tx/0x727edaec568dae06b0da66dd898d49c823f9e30bfb4ffbdacd6c79af045593c2,2.0991,MEDIUM (0.5-5 ETH),0x8c69d6d71382b6bf3c3666143ce5fd4d4ced9132,2019-01-06 02:59 UTC,4,1,3,CONFIRMED,Moderate cashout: 2.10 ETH (>=1 ETH threshold),MEDIUM
0x7bcb6746ea9e9fffe745d0c9579163ced310b717,https://etherscan.io/address/0x7bcb6746ea9e9fffe745d0c9579163ced310b717,https://etherscan.io/tx/0x32f886e0e252331f81b728a6f1f8532e295e17626bb354801c3b92c4b97c4a50,2.088,MEDIUM (0.5-5 ETH),0x4c29924007f87defd9638bab2ad3eede45d753fb,2020-03-12 08:13 UTC,45,15,30,CONFIRMED,Moderate cashout: 2.09 ETH (>=1 ETH threshold),MEDIUM
0xfe821f5509fdea3f72362d001697ad8c11f0c111,https://etherscan.io/address/0xfe821f5509fdea3f72362d001697ad8c11f0c111,https://etherscan.io/tx/0xa5406c7b7f5930e97252d44ec43713605b2bc392d206d4824e5989baf0573d57,2.0826,MEDIUM (0.5-5 ETH),0xefe520baf3bd7e932cfd961571fb4ce138697be6,2018-03-25 12:00 UTC,9,1,8,CONFIRMED,Moderate cashout: 2.08 ETH (>=1 ETH threshold),MEDIUM
0x0ecbd02d1cf412a37e079bdaa55497020a1e3e33,https://etherscan.io/address/0x0ecbd02d1cf412a37e079bdaa55497020a1e3e33,https://etherscan.io/tx/0x2037e37c116308b7d1b724b241d736b4eb40ae7e48b520985cf3f2b1c719f9d4,2.0,MEDIUM (0.5-5 ETH),0x881d40237659c251811cec9c364ef91dc08d300c,2022-02-23 13:12 UTC,78,34,64,CONFIRMED,Known address: MetaMask Swap Router,HIGH
0x26a40e8dbdb0dee17d7036fcc0a2ae3fecf4800d,https://etherscan.io/address/0x26a40e8dbdb0dee17d7036fcc0a2ae3fecf4800d,https://etherscan.io/tx/0xb1cf01ae6e74c3c1b3670b7ced9e6da20490ec2b16cf579655e340c5ae226ca2,1.712,MEDIUM (0.5-5 ETH),0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2022-02-26 23:26 UTC,161,0,150,CONFIRMED,Known address: WETH Contract,HIGH
0x1ec6ecc934ec1ad85bb4b579cfc53807da435a4d,https://etherscan.io/address/0x1ec6ecc934ec1ad85bb4b579cfc53807da435a4d,https://etherscan.io/tx/0x7f345c429ae06c610924b0f7d9489dc9037da8aa067803508434a49784744848,1.64,MEDIUM (0.5-5 ETH),0x05e85d73eaf6fef228294fdf867abba98552a99f,2018-06-01 05:01 UTC,4,0,2,CONFIRMED,Moderate cashout: 1.64 ETH (>=1 ETH threshold),MEDIUM
0x335e40277f127c620560faf1cfa001e5899864ad,https://etherscan.io/address/0x335e40277f127c620560faf1cfa001e5899864ad,https://etherscan.io/tx/0x90632f063377ec9c74fa4d05a4cadc8724fa4dd12d2a1ed8be31e4c6c6c84df5,1.61,MEDIUM (0.5-5 ETH),0xcba1e79e47dd511b87dcc69b279953543d453fc5,2018-08-31 15:47 UTC,5,1,4,CONFIRMED,Moderate cashout: 1.61 ETH (>=1 ETH threshold),MEDIUM
0xf49787d8e47bf62d860ebcc84c57d456347aaa4c,https://etherscan.io/address/0xf49787d8e47bf62d860ebcc84c57d456347aaa4c,https://etherscan.io/tx/0x84874166038baa6044013abf57e94039e0829e64274cbfca1bef2d52da158fd4,1.5157,MEDIUM (0.5-5 ETH),0x5cf81c5615a2088cd7494c2874706e7dd197754e,2021-03-18 11:12 UTC,4,0,3,CONFIRMED,Moderate cashout: 1.52 ETH (>=1 ETH threshold),MEDIUM
0x24aa18952e80707dad3ab4c9c97e787f2af337ca,https://etherscan.io/address/0x24aa18952e80707dad3ab4c9c97e787f2af337ca,https://etherscan.io/tx/0x062d789ed8c86039b3ec160f7934d24725e7926aeadc938a649286be09a86290,1.39,MEDIUM (0.5-5 ETH),0x8d12a197cb00d4747a1fe03395095ce2a5cc6819,2018-03-07 16:31 UTC,18,0,2,CONFIRMED,Moderate cashout: 1.39 ETH (>=1 ETH threshold),MEDIUM
0xccb41e2d069559ce542ce3eb825c8eba372a6468,https://etherscan.io/address/0xccb41e2d069559ce542ce3eb825c8eba372a6468,https://etherscan.io/tx/0xd83474bdde82ad4e3b76913ac55d4d620e3b7ecb126dc905b13876b5ffb8073e,1.31,MEDIUM (0.5-5 ETH),0x9648727aef561dea13821f0525292e62374dc44a,2020-09-01 17:30 UTC,4,0,2,CONFIRMED,Moderate cashout: 1.31 ETH (>=1 ETH threshold),MEDIUM
0xa9fa7065701181d2d62234badea16a33052fea22,https://etherscan.io/address/0xa9fa7065701181d2d62234badea16a33052fea22,https://etherscan.io/tx/0xc8593a8b7d748fb6bb7ff111515ea6d941721c6cd6a2f0c10c85c5e1e5df2f72,1.2264,MEDIUM (0.5-5 ETH),0x24547a74416b147952427ec1fe9a116af36647b7,2019-06-23 00:00 UTC,134,9,128,CONFIRMED,Moderate cashout: 1.23 ETH (>=1 ETH threshold),MEDIUM
0x8b170540b63d2f826846f3c0b9e6410b08548ec3,https://etherscan.io/address/0x8b170540b63d2f826846f3c0b9e6410b08548ec3,https://etherscan.io/tx/0x686cc84cf64593deaba628f33b9216bf2028158feb4ed33980f9942d94a19a51,1.125,MEDIUM (0.5-5 ETH),0x604da69d33a0df6414c30270434ba4e0e95d8cf6,2018-06-04 02:08 UTC,46,29,45,CONFIRMED,Moderate cashout: 1.12 ETH (>=1 ETH threshold),MEDIUM
0xe2621777f2d10d2fc5cf2f7f48d680044f2e49a8,https://etherscan.io/address/0xe2621777f2d10d2fc5cf2f7f48d680044f2e49a8,https://etherscan.io/tx/0xb4cbef99cc3bb2ac417c863c9c2c0b123d86a3294bd42cbb866e4ddf4e9685a8,1.1,MEDIUM (0.5-5 ETH),0xcff29dda9b89f27a913c9b6eac8f3109b9fcce22,2018-12-11 07:11 UTC,3,0,2,CONFIRMED,Moderate cashout: 1.10 ETH (>=1 ETH threshold),MEDIUM
0x8196fa469bd2f8105bae01702c4b84b04cdf4a2c,https://etherscan.io/address/0x8196fa469bd2f8105bae01702c4b84b04cdf4a2c,https://etherscan.io/tx/0x692a3be098456a018386437c25cdc04a0403e43b395590b57970f660173b1d66,1.0648,MEDIUM (0.5-5 ETH),0x47b6b634cf4f43e98ba48e9cab8bced1e0e5114d,2018-09-25 19:45 UTC,3,0,2,CONFIRMED,Moderate cashout: 1.06 ETH (>=1 ETH threshold),MEDIUM
0xc2fb82af34a16e42e72523cbb456db95c3997ef2,https://etherscan.io/address/0xc2fb82af34a16e42e72523cbb456db95c3997ef2,https://etherscan.io/tx/0x474796c8b0614d87dcf47216d966aa1c3232d06482705f459c1b1d2693587028,1.0251,MEDIUM (0.5-5 ETH),0x376a3766be4af0c19aa920353a96421f1187e21a,2019-11-07 13:19 UTC,4,0,1,CONFIRMED,Moderate cashout: 1.03 ETH (>=1 ETH threshold),MEDIUM
0x0153775362c3071c1860e8dbfd53ccc82fa226f5,https://etherscan.io/address/0x0153775362c3071c1860e8dbfd53ccc82fa226f5,https://etherscan.io/tx/0x2ff4ca5d545ac16c58fca0d47c766942455d0914e65d23a1e6f1334993871c0f,0.9995,MEDIUM (0.5-5 ETH),0x7782eeacf4783e51ddea1e0ba5f9e7ce912e05b8,2018-03-27 10:32 UTC,2,0,1,UNCERTAIN,Small transfer: 1.00 ETH (could be normal tx),LOW
0x774148e22f021972bfe082e1548e5d9dc6e1d76e,https://etherscan.io/address/0x774148e22f021972bfe082e1548e5d9dc6e1d76e,https://etherscan.io/tx/0x0401fed72efa34850e4c973ca14dc474a395809276492220bc15dcf4f77df076,0.8379,MEDIUM (0.5-5 ETH),0xf1697af9db6b500a2f3745e3839ecdee21ef80df,2018-01-26 23:24 UTC,8,0,2,UNCERTAIN,Small transfer: 0.84 ETH (could be normal tx),LOW
0xba9744c82569a22bb276ea874d69e0f5add101c1,https://etherscan.io/address/0xba9744c82569a22bb276ea874d69e0f5add101c1,https://etherscan.io/tx/0xd9ef0eaf587615a84b43c97c75624a3d75b71adaa1340f0a269f572ff16ade57,0.8374,MEDIUM (0.5-5 ETH),0xa69ea6ab7707c551eeae1d443e179318a9dc73ee,2018-07-30 20:24 UTC,5,0,4,UNCERTAIN,Small transfer: 0.84 ETH (could be normal tx),LOW
0x173f55c725d4e6932e24f5eab84da821362aa7a0,https://etherscan.io/address/0x173f55c725d4e6932e24f5eab84da821362aa7a0,https://etherscan.io/tx/0x287ad53cbd0946fcb159b4c95202d86ac2a928e51be970b5597ed00ef27dcf5b,0.5485,MEDIUM (0.5-5 ETH),0x26f2dcaf16147734fcb6c531778030123e5da3f9,2020-01-03 08:40 UTC,383,11,380,UNCERTAIN,Small transfer: 0.55 ETH (could be normal tx),LOW
0xe7a191af6f8d900b3f15001cf892da5f21b25741,https://etherscan.io/address/0xe7a191af6f8d900b3f15001cf892da5f21b25741,https://etherscan.io/tx/0xc631cee86d6e0ca72fa465624bd5217a683910441c816f8ad4f149bbcd3527ed,0.4734,SMALL (0.05-0.5 ETH),0x07b53eaec67a0fb40368108a2cf12127a06dda19,2020-07-23 09:39 UTC,6,0,5,UNCERTAIN,Small transfer: 0.47 ETH (could be normal tx),LOW
0xa4f0294dd195f97ebdd166cc2f71a3af21d22fac,https://etherscan.io/address/0xa4f0294dd195f97ebdd166cc2f71a3af21d22fac,https://etherscan.io/tx/0x66f2cf8f70317a5266a59dcb8a01fbce756e6b97d53bc634da43cf2085e59e94,0.4647,SMALL (0.05-0.5 ETH),0xec269f3d024863cd626ed4708deabc167cdd8da8,2021-11-24 01:25 UTC,6,0,5,UNCERTAIN,Small transfer: 0.46 ETH (could be normal tx),LOW
0x07956d21122817a3bb042dc1ab47c49534d11ddc,https://etherscan.io/address/0x07956d21122817a3bb042dc1ab47c49534d11ddc,https://etherscan.io/tx/0x87fa88c3d77d93ddefce88841bbf7342c013cab2457ff18dad65db1e6e134963,0.3663,SMALL (0.05-0.5 ETH),0x0b4afd23122bbe8b0aa3673c78ba15c4dcb5f466,2021-04-09 18:28 UTC,26,5,17,UNCERTAIN,Small transfer: 0.37 ETH (could be normal tx),LOW
0x98a630280447461ab2156919b0941ebdeae5bc41,https://etherscan.io/address/0x98a630280447461ab2156919b0941ebdeae5bc41,https://etherscan.io/tx/0x2142bec5c3d2a6a8abcee3ca39efd621400445bc2df599bf5c695f027ca643ef,0.3507,SMALL (0.05-0.5 ETH),0xc51b0051a4157b8ac3b93cc68a696a4e9db093de,2018-08-30 16:08 UTC,3,0,2,UNCERTAIN,Small transfer: 0.35 ETH (could be normal tx),LOW
0x06d0bab6af8fcb162f044a0fe5eb56dad29735d6,https://etherscan.io/address/0x06d0bab6af8fcb162f044a0fe5eb56dad29735d6,https://etherscan.io/tx/0xfe9d565c831056ba32072d31cc7fd2a8c5942b92b013e6348b40ebd75cffb379,0.3281,SMALL (0.05-0.5 ETH),0x4fed1fc4144c223ae3c1553be203cdfcbd38c581,2019-07-26 18:17 UTC,8,2,4,UNCERTAIN,Small transfer: 0.33 ETH (could be normal tx),LOW
0xdefc101bfacc7907141056f5731b5dd1149a3706,https://etherscan.io/address/0xdefc101bfacc7907141056f5731b5dd1149a3706,https://etherscan.io/tx/0x22486005e0e2ada3584b72d8d088bf3436cfec92b72ab564b59220571a94a5cb,0.3179,SMALL (0.05-0.5 ETH),0x7d8fe9bcef4f60c83c40ec59ea7d8d12aab3b211,2020-02-11 14:17 UTC,3,0,2,UNCERTAIN,Small transfer: 0.32 ETH (could be normal tx),LOW
0x9c07c5ae5ec625bbdad7925e5bbc21afa0af75d1,https://etherscan.io/address/0x9c07c5ae5ec625bbdad7925e5bbc21afa0af75d1,https://etherscan.io/tx/0xf1dddd57316d13a3070e691a1330bedbe374c3663d4e2858a7cc5d02b45cbe00,0.2914,SMALL (0.05-0.5 ETH),0x4e49039f301f2e33317dc84dd3562b2845f8d898,2020-07-15 22:27 UTC,90,7,88,UNCERTAIN,Small transfer: 0.29 ETH (could be normal tx),LOW
0x202f88bfffc39c9d3794df28a4261d5b536eb37b,https://etherscan.io/address/0x202f88bfffc39c9d3794df28a4261d5b536eb37b,https://etherscan.io/tx/0xb77fa923d2ed95dcc33e15ea25cf9583b5b167232bf7aa66e97665e63b492b81,0.2254,SMALL (0.05-0.5 ETH),0xf2ef11be4dc85bba0b3f9f2ff683a067e43da5d1,2018-12-01 16:35 UTC,6,1,4,UNCERTAIN,Small transfer: 0.23 ETH (could be normal tx),LOW
0x096c13f383a32253e238bc148307753d14868235,https://etherscan.io/address/0x096c13f383a32253e238bc148307753d14868235,https://etherscan.io/tx/0x90e251bd2aaaedd2666512ff6de475fbc2f97ae96691db09e42d5347bb3cf44c,0.2248,SMALL (0.05-0.5 ETH),0xe64a2686c1e46438da0f1f1adcfa8ffc02063e1b,2018-08-05 13:30 UTC,2,0,1,UNCERTAIN,Small transfer: 0.22 ETH (could be normal tx),LOW
0xa82c7c0ef05080463e4ac55db8b8531007f3a66c,https://etherscan.io/address/0xa82c7c0ef05080463e4ac55db8b8531007f3a66c,https://etherscan.io/tx/0x1c56e13e6ba75b4bb7249ba68bb90b33928485cccf441d3324f50be9bd573783,0.2126,SMALL (0.05-0.5 ETH),0xadfe3cca1e5058e7837a70ef742453e422b47242,2018-01-28 10:40 UTC,12,3,4,UNCERTAIN,Small transfer: 0.21 ETH (could be normal tx),LOW
0x923085ec2fd8b2c0976faa0adef8fd07fafbca60,https://etherscan.io/address/0x923085ec2fd8b2c0976faa0adef8fd07fafbca60,https://etherscan.io/tx/0xb38c994dc2bfcffbda305ef0cc9ffa1223b79863f4f2918b93ca3d170de6c9e6,0.21,SMALL (0.05-0.5 ETH),0xa832cfc69c670a1e966bba98080d13a7b7ed991e,2018-07-28 15:07 UTC,16,0,6,UNCERTAIN,Small transfer: 0.21 ETH (could be normal tx),LOW
0x19dd963b4241374e988b1de46e2092371e38caaf,https://etherscan.io/address/0x19dd963b4241374e988b1de46e2092371e38caaf,https://etherscan.io/tx/0xf7b1786753212ae819ba38238ca5974b9817757378104a8de1960ffdaac7bbea,0.1341,SMALL (0.05-0.5 ETH),0x53cc9f69503e1d7f9f5757f68dfdc88b4f21f0a6,2020-06-19 14:44 UTC,8,0,4,UNCERTAIN,Small transfer: 0.13 ETH (could be normal tx),LOW
0xcae453eb95b584331a8a5945d8138ceeed9d5af6,https://etherscan.io/address/0xcae453eb95b584331a8a5945d8138ceeed9d5af6,https://etherscan.io/tx/0x8c56a6f04923261dd0e6fe75873d756123ee95b6be692116f25ba370e0849540,0.0971,SMALL (0.05-0.5 ETH),0xc8058019f19f04e5480c1ab4e0fcba6ea913b44c,2019-05-13 17:31 UTC,2,0,1,UNCERTAIN,Micro transfer: 0.0971 ETH (likely noise),LOW
0x33f78579ce0e3a96ca53e8d38b2b624ec432662d,https://etherscan.io/address/0x33f78579ce0e3a96ca53e8d38b2b624ec432662d,https://etherscan.io/tx/0xe8c9be14ca185de48c0fc946b02d4c1c1b4fd9edee8cad7c0674589b57d1777a,0.0296,MICRO (<0.05 ETH),0x0e7a1518c1e8f418a404d3a44935032aba78b5ca,2020-10-25 19:22 UTC,6,0,5,UNCERTAIN,Micro transfer: 0.0296 ETH (likely noise),LOW
0x83e99aec309c14e117097044e5efcc3672bcd450,https://etherscan.io/address/0x83e99aec309c14e117097044e5efcc3672bcd450,https://etherscan.io/tx/0x5008dbbc83746a1746f4098dd080407cfd9905491fabb57a3160f158e3f42f8c,0.0099,MICRO (<0.05 ETH),0x472616eb939a091a98e3956249451cbba4037dbc,2018-09-24 06:12 UTC,2,0,1,UNCERTAIN,Micro transfer: 0.0099 ETH (likely noise),LOW
